age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,coffee_per_day,breaks_per_day,night_usage,distraction_score,addiction_level,productivity_score
31,3.583980907,1.142680939,2.488670381,7.288070933,235.6498706,93.33880934,0,3.15401395,0,5.506191352,Low,31.93647253
39,2.610309942,,1.355975358,,138.0512071,100,1.570628872,3.128374917,0,1.991621847,Medium,16.50089174
38,7.627754224,5.832204367,1.34514648,8.051846255,277.6091178,87.79654502,1.45062526,1.495790594,1,11.3592366,,0
20,6.21487802,4.202299918,4.123410594,5.151667554,,100,1.759896407,3.070143965,1,,Medium,38.2965522
16,8.448522238,7.307846691,3.12883792,6.246239554,87.2477195,93.46663001,0.864212806,2.824675188,1,4.588474436,High,5.216387223
30,,4.88833267,4.385685229,7.473907108,154.3190371,97.73462177,3.114754408,1.963233322,0,,High,27.78944121
15,,2.092584533,8.494928389,6.426619684,199.899218,100,1.6458529,4.965019153,0,2.824935272,Medium,
35,2.40536398,2.720450411,4.965703668,5.161278124,170.4831182,96.23787141,2.380498398,9.547881265,0,4.488574049,Low,38.34138751
29,3.346197507,1.285756961,5.537384273,7.973960724,281.1662332,100,0.78329059,5.877823902,0,4.773503586,,88.79803952
20,9.095487281,,5.938657684,8.894191134,256.7844345,99.27244969,1.748649649,7.302503537,1,5.339134638,,42.06937756
,8.124017482,,0.256235279,6.231782367,88.07229201,100,0.921652973,1.677088124,1,4.785661819,Medium,7.455439284
32,10.76386333,7.940053061,,6.41981727,99.79087215,97.03289715,0,4.527890707,1,,High,26.25016852
24,2.564231581,1.421396686,5.500660601,6.320203152,,100,2.445458123,4.999146951,0,-0.31191712,Low,34.17660025
35,,4.905266825,6.957773121,4.512867298,221.9763875,100,3.832702764,6.885097932,1,5.307935067,Medium,76.65651816
20,,2.298409852,2.53286164,9.671893574,,97.08442939,2.491532258,3.218295497,0,,Medium,27.90041947
,4.560854092,3.015789683,2.014709169,,120.3333771,100,2.261873163,0.596446223,0,4.687386602,Medium,52.51643669
32,1.586684128,1.045506214,5.810478729,5.962774881,,100,1.902673287,4.135800167,0,,Low,85.20550673
18,2.135221292,0.75377983,5.024221862,5.626776507,142.8180669,99.10977782,3.109385979,6.139695826,0,2.559693393,Low,78.54913124
35,8.135679425,3.825953218,5.386508183,5.414644604,,100,0,9.003717874,1,6.795859863,Medium,54.50700315
20,2.910660901,1.850507568,0.356317323,9.663102987,321.9263492,98.71093498,2.56897059,4.208950931,0,10.17591198,Medium,15.95983554
,6.066999764,5.00896711,6.466881317,4.713635575,157.5772609,99.65111589,1.904758879,4.976940599,1,3.932955796,Medium,
15,,4.944897353,,5.82061919,82.92655141,89.46053741,0.89497815,2.386259042,0,,High,10.8942124
35,2.469401404,1.674778974,5.115955792,9.320909209,160.8532265,100,0.838214374,7.192378682,0,6.64297359,Low,
38,4.741342949,1.539003499,4.017341114,6.920387689,83.66255953,100,1.906229702,,0,0.701085498,Low,62.76144651
39,8.007694994,2.584987987,2.72234634,5.36602632,270.4072291,100,0.91396291,2.985984847,1,10.19065667,Medium,33.85122977
36,9.229722436,3.812653149,8.223449491,4.147784712,140.0672574,98.09138188,2.603813951,7.58807682,1,5.076952411,Medium,52.7437317
37,4.014324236,2.383778492,3.408173303,6.261523628,145.3306078,97.95401313,2.375462211,3.326121878,0,2.88960717,Medium,6.923653355
31,7.92884666,4.922093917,,5.707207249,140.6159414,100,2.442253689,0.465068305,1,,Medium,6.442196431
15,1.802525569,1.929923223,2.654220973,6.067170558,152.7003866,,1.816508654,0.946914516,0,5.87570824,Medium,21.63229834
29,4.677921768,,4.436238689,5.148499447,234.9963874,100,3.811470689,0.746792072,0,6.638629422,Medium,47.53488241
33,11.8117233,4.567002238,7.892821576,6.235790242,243.5785806,100,1.369587042,8.43024845,1,9.611816814,Medium,
28,7.225904586,2.271821473,1.82058828,4.1535686,236.2043197,99.66592241,2.152617401,5.257613355,1,9.570408752,Medium,0
26,5.755559302,2.085620712,1.965869697,4.244886666,93.57443518,100,4.826751637,1.094036138,0,4.84331555,Medium,43.81197055
,4.129350892,2.78722403,2.398786933,5.309346099,111.2652391,98.91787864,0.827170279,0.907115317,0,1.448365991,Medium,39.09983806
25,4.045587313,3.122866519,6.175814082,7.114683967,175.2035568,100,0.640510527,9.250953333,0,0.530687471,Low,71.55967588
19,3.181278759,3.03955933,5.012499489,8.432646751,44.59481384,100,3.19471506,1.006256016,0,4.058072221,Medium,67.49187326
26,2.145503949,1.536547053,4.1581683,,194.2277074,96.7453653,0,1.918106982,0,4.125885194,Low,71.70497993
32,11.77024001,,4.894713059,7.8845833,280.8002447,86.12174566,0.390436181,5.304785207,1,10.19123797,High,0
35,9.735290395,5.120373762,5.723664693,5.051305471,245.1289783,92.71606952,3.182892214,7.788506789,1,11.66228333,High,30.25044039
19,10.47469762,4.531160131,5.910119676,,0,99.41789495,0.354239336,3.92131735,1,1.335595288,High,59.31471999
33,2.921386164,2.150354469,5.545951915,5.643190498,113.9595425,94.68121253,4.20024989,10.1835007,0,-2.970873941,Medium,64.30178322
35,8.526356203,3.180717928,2.445019614,4.055135835,167.7422664,82.57951727,3.845521525,2.824883399,1,3.261404692,Medium,
32,6.910864567,2.751697238,6.048812912,5.318627826,69.2874305,98.90659834,2.620795276,7.715729555,1,1.964747425,Medium,67.47358029
15,,6.75282832,5.604604871,6.214644243,231.8455878,95.60622547,1.491562964,6.468849918,0,,High,47.32105832
22,4.052298789,2.110207249,2.770296236,7.038405263,24.62784793,98.96872954,1.348329526,4.01489168,0,4.470904097,Low,41.60093657
22,10.83258586,4.020868008,4.889294271,4.30026336,142.8439882,,2.466078717,5.356254582,1,8.492818144,Medium,43.86168666
17,6.245960676,,6.697460577,,291.7458151,98.25713103,4.609236203,4.860201437,1,1.825123122,,59.96580363
16,,4.797194847,6.186667064,,195.0740486,100,5.082001909,8.248997776,1,11.80460647,Medium,60.13279577
18,9.302598003,6.053754655,2.736810305,6.842760062,232.1996837,86.96014413,1.119096162,3.627294678,1,7.653180585,High,19.39460667
,11.56840338,8.630114025,5.356004439,5.108982186,159.2326598,85.90630185,,6.220729492,1,9.8176617,High,0
23,,3.83156757,5.619192295,4.335122925,107.219921,100,1.70463438,3.03253982,0,,Medium,70.15696514
16,7.195239726,4.508245676,5.836945028,6.337324767,170.3242951,95.73119723,0.599311908,6.260177174,1,5.263715191,Medium,60.72263545
23,8.189275558,6.077091112,4.246579696,,298.6324373,91.86434111,1.453683896,2.083192675,1,8.319210312,High,34.48167337
26,6.113280725,2.104805673,0.586152785,6.389688821,447.6506332,95.2984892,,0.288921178,0,4.449790014,Medium,2.596703704
38,8.428237579,2.89141367,1.224382622,6.8516489,298.2842482,100,0.247149928,,1,7.236759522,Medium,29.0959024
28,5.029088037,3.14016576,2.021078128,9.74695111,259.7811089,100,2.158262791,2.858873138,0,6.771367873,Medium,44.59399196
19,9.472009332,4.626128792,6.672095734,7.192981144,138.0493865,99.85086462,0.130097147,4.624418263,1,-0.470708447,Medium,96.34774666
26,,10.24615767,0.558566339,5.617950223,322.303633,47.00515539,5.366710871,1.320066707,0,,High,2.394704684
20,2.609366714,1.56041326,4.837184208,5.073678367,274.3391699,100,2.32387511,4.656408854,0,5.53421132,,67.3987994
31,,0.839017331,0.852801449,4.490052036,,100,2.268453444,1.844151555,0,,Medium,15.92662656
19,8.271719561,2.578565938,0.581161332,6.399172995,285.01039,84.15326752,0.188241912,2.703545402,1,8.790489882,Medium,17.42060359
25,5.29559043,4.83621108,2.193104741,6.758900572,147.5394324,96.32320959,0.409551237,1.694152434,0,3.759613638,Medium,17.21936862
34,3.256921826,3.455129229,5.996563603,5.832065358,197.7387177,99.82301441,2.480993327,4.361452466,0,4.966004607,,96.00267666
29,12.30855141,5.773670473,3.328846686,4.633021654,133.5405228,95.15079531,2.918485997,0.212590038,1,7.307870586,Medium,5.425631001
17,6.881081636,3.071235876,3.050450893,4.928441412,123.0990791,100,,3.679820199,1,,Medium,13.42758549
33,7.26603935,3.083682599,2.115788174,,211.1718344,98.84831598,0.246773914,,1,,Medium,13.11794462
27,10.42686494,4.270208079,4.669909462,,159.685842,100,2.859935907,10.19086139,1,9.204477223,Medium,39.67179799
34,5.50522599,3.415712258,3.498631267,6.967194028,29.37345625,100,0.286193854,6.075871977,0,5.019330663,Medium,43.28149346
19,3.933389589,2.896480888,0.977413697,5.959602466,,100,0.445175749,3.141067021,0,6.342183484,Medium,0
29,6.445699118,5.434287361,3.590506522,5.995790787,85.03366194,97.56644622,1.858888401,3.469179958,1,2.74827044,Medium,29.59184469
39,4.856236985,2.79975144,0.834350312,7.230226394,69.55237141,100,0.129071565,4.121461618,0,5.848614221,Low,
35,10.0161258,7.14914035,7.250641676,5.484377084,83.76122733,99.55781328,3.709944205,9.510754439,1,5.903296088,High,37.77465836
35,5.758816342,4.744568127,4.722079847,5.675435764,63.61202925,100,2.919782635,0,0,1.499568976,Medium,43.41658276
26,2.419720994,0.922516511,5.275614016,3.795267217,80.8793526,100,4.610492191,4.734526205,0,0.262937906,,42.32133246
35,6.579959368,4.503216948,6.116693637,6.191461775,59.36039659,96.31321261,0.833414244,7.172929792,1,,Medium,69.8962795
29,,0.808153405,4.535729859,5.603159115,73.83503636,99.40852398,0.237574647,2.205797196,0,,Low,50.00654564
21,2.79835585,1.035417801,6.130123032,7.563791044,323.2280298,100,0.693206569,4.978248657,0,,Low,64.68348262
35,10.33557052,,4.735862389,3.833040796,139.624332,100,1.046927305,5.178200652,1,6.528215076,High,29.55727882
20,5.796083229,2.957144236,4.648177592,5.527881896,98.19327026,99.82112378,5.102994555,2.262501599,0,3.149151258,Medium,46.94282893
16,9.767588087,6.933437587,4.098859939,7.43142587,204.8245351,,2.522467712,9.536745445,1,7.043931486,High,13.3940313
29,11.43875379,8.308766575,5.31744398,7.607907946,126.1282446,85.98500693,,7.01529215,1,4.318869611,High,36.29323482
34,7.383345452,4.793543595,7.101938153,6.532860984,213.3164813,99.36780047,0.961279143,7.353340984,1,7.417870539,Medium,61.248339
38,5.50387155,2.237794479,4.050013061,7.032350601,256.5859256,97.16597647,1.829924557,0,0,4.633829111,Medium,
27,4.803493073,2.57940043,3.424790135,5.696625479,128.7155487,100,2.546436633,1.55004826,0,4.08387109,Medium,27.28172793
22,7.495830563,4.339431911,1.063755402,5.785174512,167.1103769,83.44216616,0.62176639,2.034273815,1,5.953291262,Medium,14.85193507
34,5.27297249,3.911900146,6.955517479,4.473841862,147.8851214,100,3.608032105,5.340375703,0,5.040210056,Medium,17.20552198
18,11.30018814,7.983841286,3.957074695,8.431012647,222.7163742,89.31965364,0.161670966,5.399310117,1,8.233289078,,18.8894874
19,,2.229878487,6.666208124,3.7000633,190.9652417,99.95904664,3.615008535,6.571035268,0,,Low,58.04903295
,6.97668242,1.972080023,4.564652492,8.320462973,217.9377098,96.23841161,0,2.178142495,1,8.456317444,Medium,64.69120876
21,9.447683724,6.446788813,4.142419474,5.427585217,235.2692409,74.87370792,2.02635605,0.705966646,1,6.534518889,High,1.241096294
20,8.051228498,,1.582704403,5.878709333,9.570244671,88.77755076,1.725718186,1.325379887,1,4.051568341,High,1.783725372
35,8.532845101,3.160612092,3.709113155,,537.0742475,95.64036207,0,4.660905303,1,16.44277483,Medium,36.75339884
20,8.733348115,,1.221482248,5.56519699,34.3460268,80.99394833,2.334848658,2.556696597,1,3.226876764,High,11.98176403
15,9.926279248,7.404597067,1.452441695,5.155028781,149.7492242,82.28093497,1.079882922,3.261164031,1,7.315361943,High,1.215727271
36,3.33143024,2.597615109,3.165746127,7.218725932,211.7601207,97.38251386,0.545089429,2.602784444,0,4.088831568,Medium,
25,9.584487674,2.910830983,1.472706615,7.955717817,76.11366331,100,1.979784224,2.861551642,1,6.135604238,Medium,4.589902039
36,,5.467634123,4.063171785,6.495568595,291.7092775,93.95513611,1.939206938,3.59221854,1,9.532726831,High,
26,11.14208014,9.611203025,5.795956341,5.045111337,93.72521184,77.15056301,3.50720013,9.546333187,1,7.547556353,High,11.29921123
29,3.576908221,2.277019784,5.344807229,4.164431965,128.2984235,100,2.997849585,4.771632675,0,1.509541656,Medium,75.21103263
16,8.564994018,2.074742249,4.875915137,4.365078408,102.8225387,96.58452001,3.241385224,9.056672682,1,7.424543282,Medium,56.5238268
20,6.571683414,2.311826938,5.988951314,5.625412941,142.4498102,97.52364074,0.939097679,9.611619946,1,7.547483691,Medium,72.65562706
34,9.400534479,5.767036585,5.445679722,6.161775121,106.8665603,99.22022785,2.646334264,4.16626703,1,5.716983955,High,29.34863344
,3.319464961,0.684412026,7.537542205,8.714491424,203.2743175,96.56697123,1.260251891,8.370314201,0,1.883666612,Low,100
19,2.582970098,1.512759055,2.298698548,6.953973499,108.9453978,100,0.767280147,2.050893974,0,2.69856564,Low,62.96154171
16,,0.939184338,4.126210259,5.787651182,276.4931499,99.07786306,0,4.619646733,0,,,47.29045789
23,3.64209575,2.870690975,3.217256558,7.232923459,190.4582459,95.6516902,,2.671992538,0,8.209769253,Medium,
24,9.742653108,4.883820897,5.463549909,5.997842248,141.9481688,98.32291306,1.164742802,7.527037278,1,5.864884936,,35.32079211
29,7.833760763,6.284900183,4.497578141,8.459479378,87.33377497,100,2.296106713,2.416991182,1,7.079877294,High,27.19939057
34,7.287304805,2.1461328,,7.177921925,187.4153744,98.66172864,3.44020307,5.298815253,1,6.381644921,Medium,69.98644786
37,8.887170602,2.078199893,4.866240296,8.349129961,133.6570629,100,0,2.060489014,1,5.748517464,Medium,60.31863287
37,2.752319988,1.163252234,7.055021089,5.212960425,221.7863303,100,3.980154849,8.997540225,0,2.986585465,Low,75.4627421
32,4.98512865,0.689933235,1.770346823,7.593801015,150.5180586,100,0,3.865664474,0,4.449636816,Low,29.42872193
25,10.66373071,8.636610381,2.638512888,5.913545847,355.9585118,78.2719326,1.142703167,2.775120936,1,13.43891214,High,2.178390567
38,5.116099624,,5.515220374,7.822586073,30.26961404,95.09088897,2.039956373,7.058030267,0,0.047671161,Low,69.48471492
21,17.38594737,6.293440834,7.049854176,7.589141774,357.3658785,98.91930255,1.525765369,6.128522993,1,8.69405962,High,30.06200493
27,8.147741806,4.753112561,5.910035612,4.379392299,16.30758969,99.20007612,3.037591407,5.485968569,1,5.508758789,Medium,52.92833159
35,3.594660546,2.13184929,0.733493421,5.620674561,239.3558863,99.19521277,2.920255668,0,0,5.180750885,Medium,24.00885715
27,8.934708012,,3.07021358,6.933163713,81.71672851,97.19924179,1.903517815,1.023365516,1,7.596568319,High,10.61879218
19,6.765553534,3.656959,0.928165517,9.049308201,225.153452,94.04624351,1.15784474,0.938305416,1,9.703871875,Medium,
19,2.882022375,,3.239153392,3.473290666,270.5525544,96.26676437,3.029340851,4.054270565,0,7.618738297,Low,34.27026418
27,10.53052972,4.126425655,7.573950975,7.41078324,283.7940829,98.19320283,0,6.195100071,1,7.396836224,Medium,72.94067495
16,6.216326202,4.223902668,0,6.569182119,279.8615414,89.92510336,,4.688020405,1,8.466578741,Medium,0
33,3.759006165,3.185212644,2.350555023,5.428947797,284.2657865,,3.597930608,1.341495887,0,6.618112901,Medium,18.44391041
35,12.33275438,4.583547993,3.098636966,4.405798832,209.5592715,90.50046179,2.937731325,1.279539002,1,13.60932667,Medium,10.01467334
39,5.829328167,3.872524482,3.338138008,5.005818107,304.9687837,93.86607722,1.538537271,4.345348834,0,7.992472592,Medium,13.30973772
,7.588978701,8.649087235,,,273.8075301,75.92664159,4.658809847,3.645712646,1,,High,0
16,7.704418983,2.555181955,1.380486493,8.432164205,129.3082744,95.65351068,2.901059042,1.381528839,1,3.728358221,Medium,23.18681056
32,9.496758675,2.118758979,5.186358171,4.743899954,56.91493549,100,4.25831646,7.290124585,1,2.387059694,Medium,61.28543345
,12.82555217,6.20155122,3.119271002,8.362994198,401.9019496,94.92423536,1.689107328,0.322662118,1,12.14673737,High,5.238515563
21,10.26357257,1.891455886,0.548298577,6.767394279,279.9160136,100,2.273168763,4.24776832,1,11.28829211,Medium,27.08718871
16,7.188143889,6.603621651,2.85490658,4.763099791,143.1040414,89.58232512,2.577850855,3.237870955,1,2.751561575,High,0
33,6.697291438,3.767883867,8.126089052,8.961588049,178.2236727,99.83278812,1.087073365,8.822375035,1,3.143535231,Medium,
22,8.546803276,3.801978027,1.863327146,8.362331356,169.0621732,89.1920645,0.287969126,3.203999599,1,3.373672375,Medium,28.7869791
39,10.16457364,5.458695701,6.409889459,8.575218323,,98.00719202,1.266932844,6.039682212,1,,High,62.62340629
20,4.346228543,2.869893595,0.29851895,,257.5795891,93.39877375,1.43328236,0.318696105,0,7.447966304,Medium,0
25,9.913326541,7.472915296,1.835481938,6.741767717,159.2918006,99.67951829,,3.806480023,1,8.212678153,High,3.506930098
37,10.67425198,9.144907571,7.450151718,6.342929443,163.3169766,,3.43260964,5.192618151,1,4.188446731,High,9.507272149
19,10.11913317,4.420302917,6.212745007,,279.0618196,100,1.736610178,8.043419829,1,11.09956581,Medium,65.93692435
39,7.970431473,4.745662172,,3.860323267,0,100,4.221992982,,1,5.072464161,High,44.37526251
26,5.506091838,3.235000402,3.954860101,5.146013991,122.3929378,100,1.428321968,,0,4.148291887,Medium,45.61665264
23,2.549747149,1.651485217,2.715148652,6.652740209,212.3770249,96.53916483,0,3.026009411,0,3.749628806,Medium,47.45220715
38,3.36301634,1.742615546,5.575886908,7.691900981,250.045574,97.68982987,1.220782552,7.031509924,0,6.114143986,Low,76.44666465
30,7.09233011,4.089274426,3.129950274,8.155535098,134.2095689,,0.45259898,0.086367421,1,6.760965701,Medium,11.94535113
35,8.511805454,3.206517868,8.153736115,4.170720343,223.1646857,96.39669971,3.656274706,6.522279338,1,8.013745161,Medium,75.26096855
23,9.576910912,,0,6.177438608,268.6713256,67.50194885,0,1.205181526,1,11.48966356,High,3.921374519
35,11.66383135,5.574918197,,7.716729046,157.0943645,100,0,1.08421746,1,,High,24.70892586
35,4.756868348,2.940538389,1.203712341,5.736987806,68.01749147,100,1.414816201,1.832320083,0,1.992398145,Medium,15.96248563
39,8.776280127,4.091102251,4.681113065,8.758161538,29.61042436,100,0.360635066,6.973818264,1,5.399829451,,59.8973139
28,7.249822861,,4.660535602,6.327240592,101.408097,94.40115205,2.940097357,5.434540824,1,3.347310205,Medium,70.98068034
34,6.222976187,3.956118186,0.036324068,8.010236819,78.25702938,100,2.804124858,4.689745224,1,-0.354127496,Medium,
25,10.30924704,3.753736715,4.796699277,6.109101647,193.0809131,95.29784401,1.40202996,4.216247303,1,6.651264186,,30.72632341
27,7.199565229,4.594517553,,6.059739919,226.5959075,,2.026185452,3.405643072,1,,Medium,18.84082277
17,,5.264651132,3.98216375,3.20867291,,100,2.768299186,3.462796187,0,,High,13.96167875
22,12.18909597,3.578457373,5.969674012,4.358371114,106.8871526,,2.022238285,8.364239724,1,8.117370863,Medium,34.56425957
31,11.16466923,6.2895355,,6.717816271,258.3877553,96.16649102,0.381860602,8.418516816,1,,High,67.40787688
38,4.073958145,2.069912833,1.889123473,7.799571972,139.660592,96.70502313,0.004444089,,0,8.280729594,Low,32.7082316
19,4.670739272,3.118129153,7.234067137,,49.62090113,100,2.948051013,4.339350459,0,0.107500474,Medium,64.72948471
,13.45629768,4.499777235,5.618748628,6.897235234,31.26631869,100,0.010447274,4.836092347,1,1.692425562,Medium,
24,3.070028369,,4.396589015,5.638505814,75.46994238,96.67838847,3.009323908,2.558061116,0,2.28142444,Low,61.51561159
33,2.793480455,2.029666886,4.175413036,5.561669144,104.436833,100,0,4.794206045,0,1.143148783,,60.90128122
33,4.65561742,3.021260321,1.015045954,4.395616545,190.3836312,95.42417956,3.14365664,3.760354678,0,,Medium,17.50432401
38,9.871562065,,,5.018272551,118.5683572,80.33316777,4.156092925,3.739375195,1,5.500225998,High,5.711266695
21,1.368194399,2.104949628,5.64833133,5.240193476,170.7385544,97.34847453,2.373333492,7.381563102,0,0.837544908,Low,76.17727558
35,9.462917135,5.975426817,7.125488546,8.085276096,164.4153616,100,,5.661252299,1,4.512542174,High,74.6220451
26,8.313258747,3.655582585,7.439679738,6.742561216,244.9309715,99.73780692,0,6.989020848,1,9.868352506,Medium,71.03399192
18,1.300342883,2.673190073,7.373158069,7.114165651,85.72267272,100,2.613447884,2.327655513,0,0.401326432,Medium,88.03160776
21,9.463098275,9.447383914,7.663561847,6.91090601,245.1000385,,1.26538807,5.365306958,1,6.803758868,High,22.4959378
33,5.499129433,3.98933136,4.278045544,7.702724891,47.48284007,98.20269444,0.991180501,4.497260916,0,5.611036692,,22.54797901
24,7.888733937,4.611081334,0.918117986,,314.149662,94.04877812,0.208273971,1.650242568,1,9.360971667,Medium,1.88298757
17,7.208279739,2.560625805,5.7298981,4.167134852,222.4348898,100,4.498889172,5.973816431,1,3.873611093,Medium,50.89608468
26,10.39062002,2.759825981,3.119592489,8.179109688,198.1946577,100,0.789810464,3.024809378,1,5.570411523,Medium,29.45529543
38,7.13056609,,5.1877263,8.052625629,22.27085327,99.82249896,0.817324597,3.822552851,1,2.294390123,Low,59.78819324
18,15.42354623,,6.787946657,7.87548495,524.0688332,97.49916109,0.564183857,8.238768158,1,12.87226302,High,61.69545839
32,6.783539987,5.831544947,1.435797441,4.81629533,89.44273401,98.1505255,4.366017163,1.531120823,1,2.404971644,Medium,0
32,11.46266131,7.319762709,2.664421411,6.972080798,228.9794047,92.05997876,1.721532578,5.117026537,1,8.749079444,High,9.102978662
31,12.91898679,8.087790219,7.660534281,8.048790853,236.3159805,97.34259228,0,6.934217766,1,6.245848344,High,
37,7.796996047,7.508893347,1.894433197,5.432558212,8.118721437,,1.860262085,2.411585001,1,6.076168118,High,0
34,2.1100304,2.310146719,7.110775333,4.111550682,290.8109584,100,1.22638935,8.471477664,0,6.057296097,Medium,70.78142498
32,7.03594373,4.642171851,5.834613025,4.432572644,257.7744111,,2.939995552,,1,6.91532463,Medium,54.860848
30,2.901031268,1.499131094,3.316794025,4.962781155,271.7552821,96.76260463,1.950274421,3.088260652,0,4.74977223,Medium,28.70060825
31,12.3288401,5.178688295,7.606967599,5.0468691,76.89332183,100,3.749230446,7.633294187,1,6.196913244,Medium,68.00095285
23,12.59551541,6.493555099,5.907056763,,374.9770765,100,4.600208569,6.702337483,1,15.58911384,High,24.55579171
33,4.666832139,2.974601246,2.223121045,5.251954973,161.3915469,,2.357709826,3.699355289,0,5.177144662,Medium,26.72749904
27,9.958018279,6.802539666,6.307761858,4.894506744,103.7238884,100,2.97736755,8.078947949,1,4.237157811,High,87.2499315
17,11.8515537,8.345682557,4.962066203,7.5421128,255.9083275,87.80906096,0,3.500110933,1,9.239993063,High,13.29742988
25,3.9795824,2.325692561,2.350201245,6.632135427,207.6455619,100,0.074398585,2.796452081,0,4.904257387,Medium,24.75169028
17,10.30147436,,8.023686275,4.690825837,76.07262007,98.72938058,1.935963046,7.017095136,1,5.362602459,High,24.4611985
38,12.16079922,9.63646991,5.435339202,6.449426439,114.1704391,76.72375491,0.90930279,6.130147222,1,5.205859435,High,0
35,9.919444895,8.270228887,,6.105530875,120.4094942,100,1.324181292,3.096966766,1,,High,28.26553427
28,9.98497335,7.12608808,5.79117363,5.97532523,,93.5803858,0,9.697345402,1,6.225044589,High,
18,2.02394068,2.494612908,1.119481751,6.67851328,101.0139804,100,0.706992291,0.075963813,0,3.384498824,Low,13.42730591
21,8.559798442,3.99852229,3.611152417,4.312330724,293.0106996,94.51763006,1.659681604,5.370888775,1,6.884281186,Medium,7.287988028
,7.866161538,,4.438629109,4.839748586,,96.27801675,3.658851339,2.689561262,1,5.488624954,High,33.8920253
27,3.127139291,1.460264628,5.225891977,4.187290632,154.6060424,99.7309472,4.158349512,7.414935024,0,2.034329988,Low,58.10703697
,3.972626602,2.36649527,7.907665553,4.657266976,121.6480564,99.76225047,1.680461904,5.437378817,0,1.899267778,Medium,96.01115941
37,7.275572585,5.088997807,2.594352784,,226.5342177,88.4152352,0.657007835,2.013019643,1,6.056943689,High,0
16,7.007181557,6.226073981,2.809304503,5.156131792,183.3532811,86.17960544,2.267767153,3.754077241,1,8.814548999,High,0
22,7.981756445,6.061761174,3.795259406,7.20878309,101.1214572,98.71455092,1.185473838,2.393099916,1,5.248505168,High,0.552937838
38,11.5363208,9.573834043,5.689738548,6.040605849,73.5352301,95.64491656,1.054996309,0,1,2.295667807,High,10.91963009
20,3.901602299,2.080142167,5.428941148,,246.3728708,96.03667017,2.204259248,3.573916244,0,2.59014244,,68.50450426
36,10.30318967,6.228516977,3.682609442,7.62029611,227.8456238,99.63104741,1.356960771,1.956201492,1,11.01323884,High,15.24672917
30,11.30023222,3.973483097,6.157656777,8.334356405,142.2817351,100,2.534891033,7.389851345,1,6.288308738,Medium,100
22,,2.836095427,2.73702994,5.87473785,,98.03672028,3.003861631,3.312794472,1,,Medium,14.63042861
18,12.0864408,10.0183536,5.423859669,5.477373148,242.0754313,68.89659812,2.395186529,2.562927357,1,11.51465274,High,6.129430676
25,9.48457467,4.001323369,1.408307688,6.917621057,117.144805,96.05915742,,3.061555832,1,6.359657094,Medium,27.68404507
24,9.034133626,2.887105059,3.49555332,5.344826918,215.2603543,100,2.837025059,0.116735514,1,5.383351333,Medium,34.07145849
31,3.628762278,2.628103731,7.625608897,6.886813946,161.2097108,99.52041284,0.570236488,4.096037664,0,0.495611614,Medium,82.87330228
16,9.140122899,3.711210726,8.131042606,5.215597618,84.19894164,100,2.811129481,7.05228704,1,5.069752479,Medium,
30,3.17396829,1.474952346,7.307127067,5.729332763,74.137822,95.9435496,2.293019547,,0,4.936525354,Low,69.47693127
20,9.698614803,2.117888992,3.094407285,4.693517735,271.4468957,100,3.272953134,0.326257163,1,11.0290545,Medium,28.39144961
34,9.251668544,5.538047239,3.916606529,7.615497776,196.6100269,96.99413231,1.797629248,2.204603904,1,6.619274898,High,29.75860934
17,14.42337965,7.915324793,3.629269469,3.010142821,467.4212107,70.36681192,3.492153818,0,1,9.344071401,High,10.92122218
35,8.519413618,1.679637347,3.773693482,5.596492217,259.9172052,100,3.200555968,1.238989219,1,8.42289487,Medium,34.41648769
37,8.882615311,3.944695851,3.987153883,4.52933183,4.055811437,100,1.916793543,1.129245224,1,-0.713659252,Medium,31.40982024
,4.179676483,1.190406552,7.658325663,6.510337203,75.66679713,95.98905835,3.323930123,6.142041802,0,1.352614416,Low,100
39,5.0313003,3.416088906,2.338599811,4.539209285,85.92463523,98.75348067,4.844928917,1.177983485,0,4.700744664,Medium,27.67996008
21,9.240783935,5.169483048,0.776771474,,111.00126,84.23978299,0,1.401066457,1,10.15326209,,0
33,7.10248717,6.093520363,6.077527516,8.18086639,191.6539459,97.88769314,0.579948631,6.753966013,1,7.742533751,High,53.30043547
27,2.405790394,,1.164575744,8.857996399,311.1403093,96.71022503,0.881692841,,0,10.93617669,Low,31.93635112
24,6.906196323,3.100140651,3.817637032,5.684918673,72.91396073,100,3.592235362,1.763136343,1,7.127249913,Medium,28.52365301
29,4.427762067,3.683055594,4.243022418,4.422965286,285.6081455,,2.519188737,1.353811277,0,9.442524031,Medium,27.82570386
33,10.16377872,6.672173598,0.935415833,4.338830195,151.3450333,75.97780271,2.435582943,2.212555369,1,7.880568112,High,2.438180092
19,10.77586316,6.692678064,1.397244839,4.238010768,272.1955763,71.89999366,3.942797337,3.373787158,1,11.10238202,High,0
17,4.038053785,3.146625579,1.64180704,5.646385007,242.0583503,96.12176893,,5.492367201,0,3.027309313,Medium,11.52064856
37,5.74730821,5.079478091,1.626951061,7.380753644,314.0680474,93.45585337,1.908021432,2.812797858,0,8.927627345,High,4.110777407
19,11.7209287,4.193351026,3.589008526,6.272910802,164.4463299,99.40739458,2.793026733,1.661286925,1,5.028889759,Medium,13.13538443
